store_id,product_id,category,week_start,opening_stock,units_received,spoilage_units,units_sold,closing_stock,stockout_flag,lost_sales_units,reorder_point,safety_stock,supplier_id
S004,P019,Household Essentials,2025-06-02,56,46.0,0,19,37,0,0,30,7,SUP007
S010,P027,Personal Care,2025-09-15,363,201.0,2,36,325,0,0,138,17,SUP009
S015,P019,Household Essentials,2025-09-29,106,0.0,0,50,56,0,0,58,14,SUP007
S012,P018,Beverages,2025-05-26,49,0.0,0,27,22,0,0,71,12,SUP006
S002,P019,Household Essentials,2025-10-20,117,92.0,0,42,75,0,0,62,16,SUP007
S007,P016,Beverages,2025-01-06,142,0.0,0,34,108,0,0,122,20,SUP006
S010,P030,Personal Care,2025-05-26,233,154.0,0,30,203,0,0,82,14,SUP010
S008,P024,Household Essentials,2025-04-21,61,46.0,0,20,41,0,0,43,7,SUP008
S006,P026,Personal Care,2025-06-09,431,401.0,1,74,356,0,0,152,25,SUP010
S014,P020,Household Essentials,2025-03-03,69,56.0,0,16,53,0,0,44,7,SUP008
S008,P002,Perishables,2025-12-08,139,0.0,6,9,124,0,0,43,5,SUP002
S014,P030,Personal Care,2025-01-06,96,0.0,0,39,57,0,0,82,14,SUP010
S010,P008,Packaged Foods,2025-02-10,449,199.0,1,45,403,0,0,109,14,SUP004
S004,P016,Beverages,2025-04-07,177,0.0,1,31,145,0,0,71,12,SUP006
S012,P029,Personal Care,2025-08-11,45,0.0,0,9,36,0,0,30,4,SUP009
S010,P006,Perishables,2025-10-06,120,0.0,6,29,85,0,0,99,12,SUP002
S011,P022,Household Essentials,2025-01-27,370,234.0,0,51,319,0,0,133,22,SUP008
S015,P008,Packaged Foods,2025-12-22,208,0.0,0,33,175,0,0,109,14,SUP004
S001,P005,Perishables,2025-06-16,367,0.0,22,98,247,0,0,195,32,SUP001
S012,P018,Beverages,2025-10-06,89,0.0,0,36,53,0,0,71,12,SUP006
S012,P004,Perishables,2025-04-07,49,0.0,2,25,22,0,0,90,11,SUP002
S016,P006,Perishables,2025-06-30,73,0.0,4,17,52,0,0,56,7,SUP002
S002,P001,Perishables,2025-01-13,80,0.0,3,53,24,0,0,112,19,SUP001
S004,P023,Household Essentials,2025-04-07,42,0.0,0,29,13,0,0,37,9,SUP007
S006,P015,Beverages,2025-05-12,562,249.0,2,43,517,0,0,134,17,SUP005
S004,P009,Packaged Foods,2025-09-08,28,0.0,0,13,15,0,0,21,5,SUP003
S015,P004,Perishables,2025-07-14,248,211.0,12,58,178,0,0,171,21,SUP002
S006,P026,Personal Care,2025-10-27,337,0.0,1,51,285,0,0,152,25,SUP010
S010,P012,Packaged Foods,2025-07-28,61,0.0,0,16,45,0,0,54,7,SUP004
S015,P029,Personal Care,2025-03-17,163,0.0,0,23,140,0,0,58,7,SUP009
S004,P025,Personal Care,2025-07-07,201,0.0,0,15,186,0,0,53,7,SUP009
S009,P022,Household Essentials,2025-03-31,275,0.0,0,125,150,0,0,235,39,SUP008
S002,P023,Household Essentials,2025-02-03,94,0.0,0,40,54,0,0,77,19,SUP007
S010,P008,Packaged Foods,2025-12-29,333,0.0,1,43,289,0,0,109,14,SUP004
S010,P013,Beverages,2025-02-03,234,141.0,0,31,203,0,0,86,11,SUP005
S014,P021,Household Essentials,2025-11-24,112,0.0,0,56,56,0,0,89,22,SUP007
S012,P005,Perishables,2025-02-03,192,63.0,12,27,153,0,0,62,10,SUP001
S002,P004,Perishables,2025-01-13,134,0.0,7,62,65,0,0,184,23,SUP002
S002,P002,Perishables,2025-03-10,264,0.0,12,26,226,0,0,79,10,SUP002
S015,P001,Perishables,2025-02-24,161,114.0,6,43,112,0,0,104,17,SUP001
S007,P014,Beverages,2025-05-19,142,0.0,1,30,111,0,0,65,11,SUP006
S004,P001,Perishables,2025-09-01,125,0.0,5,21,99,0,0,54,9,SUP001
S010,P019,Household Essentials,2025-07-21,142,0.0,0,29,113,0,0,57,14,SUP007
S008,P023,Household Essentials,2025-09-29,78,37.0,0,34,44,0,0,42,10,SUP007
S006,P007,Packaged Foods,2025-07-14,51,0.0,0,29,22,0,0,43,11,SUP003
S004,P003,Perishables,2025-11-17,67,46.0,2,16,49,0,0,44,7,SUP001
S001,P013,Beverages,2025-06-09,160,0.0,0,60,100,0,0,143,18,SUP005
S007,P014,Beverages,2025-10-20,68,0.0,0,41,27,0,0,65,11,SUP006
S014,P023,Household Essentials,2025-03-17,88,0.0,0,37,51,0,0,71,18,SUP007
S001,P023,Household Essentials,2025-09-29,161,0.0,0,89,72,0,0,117,29,SUP007
S005,P028,Personal Care,2025-08-04,241,0.0,0,60,181,0,0,196,33,SUP010
S004,P025,Personal Care,2025-01-13,41,0.0,0,19,22,0,0,53,7,SUP009
S012,P007,Packaged Foods,2025-11-17,27,0.0,0,13,14,0,0,21,5,SUP003
S002,P015,Beverages,2025-05-26,130,0.0,1,59,70,0,0,135,17,SUP005
S002,P023,Household Essentials,2025-08-11,66,0.0,0,36,30,0,0,77,19,SUP007
S011,P027,Personal Care,2025-11-24,289,0.0,1,29,259,0,0,134,17,SUP009
S013,P012,Packaged Foods,2025-12-08,402,0.0,1,25,376,0,0,83,10,SUP004
S006,P011,Packaged Foods,2025-12-22,142,107.0,0,45,97,0,0,76,19,SUP003
S012,P011,Packaged Foods,2025-08-18,45,0.0,0,24,21,0,0,37,9,SUP003
S002,P027,Personal Care,2025-12-15,134,0.0,1,46,87,0,0,150,19,SUP009
S016,P020,Household Essentials,2025-06-09,40,0.0,0,12,28,0,0,25,4,SUP008
S003,P028,Personal Care,2025-03-17,369,242.0,0,64,305,0,0,135,22,SUP010
S002,P002,Perishables,2025-11-03,32,0.0,1,19,12,0,0,79,10,SUP002
S012,P011,Packaged Foods,2025-10-27,55,0.0,0,15,40,0,0,37,9,SUP003
S005,P030,Personal Care,2025-06-02,164,0.0,0,52,112,0,0,127,21,SUP010
S001,P015,Beverages,2025-09-22,313,250.0,1,42,270,0,0,205,26,SUP005
S015,P004,Perishables,2025-03-31,165,0.0,8,67,90,0,0,171,21,SUP002
S004,P019,Household Essentials,2025-02-24,75,56.0,0,22,53,0,0,30,7,SUP007
S010,P024,Household Essentials,2025-11-10,220,126.0,0,27,193,0,0,73,12,SUP008
S004,P003,Perishables,2025-06-16,114,0.0,4,18,92,0,0,44,7,SUP001
S016,P007,Packaged Foods,2025-04-07,42,33.0,0,20,22,0,0,22,6,SUP003
S014,P010,Packaged Foods,2025-03-24,344,0.0,1,30,313,0,0,85,11,SUP004
S008,P025,Personal Care,2025-01-06,67,0.0,0,18,49,0,0,60,7,SUP009
S013,P014,Beverages,2025-01-06,127,0.0,1,42,84,0,0,109,18,SUP006
S001,P023,Household Essentials,2025-10-06,219,147.0,0,100,119,0,0,117,29,SUP007
S010,P022,Household Essentials,2025-06-23,228,174.0,0,59,169,0,0,137,23,SUP008
S014,P002,Perishables,2025-05-12,207,133.0,9,28,170,0,0,73,9,SUP002
S014,P022,Household Essentials,2025-03-17,393,248.0,0,73,320,0,0,137,23,SUP008
S006,P026,Personal Care,2025-12-22,315,0.0,1,69,245,0,0,152,25,SUP010
S009,P016,Beverages,2025-03-24,401,0.0,1,102,298,0,0,230,38,SUP006
S012,P010,Packaged Foods,2025-11-10,98,0.0,0,12,86,0,0,45,6,SUP004
S012,P009,Packaged Foods,2025-07-14,57,0.0,0,12,45,0,0,22,5,SUP003
S016,P030,Personal Care,2025-05-19,181,0.0,0,20,161,0,0,46,8,SUP010
S003,P021,Household Essentials,2025-11-24,126,0.0,0,51,75,0,0,94,24,SUP007
S011,P004,Perishables,2025-08-25,459,0.0,23,42,394,0,0,164,20,SUP002
S014,P012,Packaged Foods,2025-07-28,97,0.0,0,16,81,0,0,54,7,SUP004
S015,P018,Beverages,2025-08-25,208,147.0,1,46,161,0,0,135,22,SUP006
S011,P027,Personal Care,2025-06-09,42,0.0,0,42,0,1,5,134,17,SUP009
S009,P006,Perishables,2025-08-25,445,0.0,22,43,380,0,0,170,21,SUP002
S004,P020,Household Essentials,2025-08-25,52,0.0,0,8,44,0,0,23,4,SUP008
S011,P026,Personal Care,2025-07-14,291,0.0,1,45,245,0,0,136,23,SUP010
S016,P011,Packaged Foods,2025-01-06,49,0.0,0,28,21,0,0,39,10,SUP003
S016,P020,Household Essentials,2025-08-11,17,0.0,0,7,10,0,0,25,4,SUP008
S016,P011,Packaged Foods,2025-11-24,98,0.0,0,21,77,0,0,39,10,SUP003
S005,P018,Beverages,2025-07-14,318,0.0,1,85,232,0,0,207,34,SUP006
S011,P026,Personal Care,2025-10-06,358,0.0,1,67,290,0,0,136,23,SUP010
S009,P006,Perishables,2025-04-07,49,0.0,2,47,0,1,15,170,21,SUP002
S006,P014,Beverages,2025-03-31,102,0.0,0,45,57,0,0,77,13,SUP006
S015,P001,Perishables,2025-08-04,151,0.0,6,42,103,0,0,104,17,SUP001
S015,P004,Perishables,2025-12-08,334,0.0,17,36,281,0,0,171,21,SUP002
S009,P014,Beverages,2025-04-07,154,0.0,1,54,99,0,0,122,20,SUP006
S002,P017,Beverages,2025-04-28,75,0.0,0,71,4,0,0,186,23,SUP005
S012,P029,Personal Care,2025-12-22,106,0.0,0,9,97,0,0,30,4,SUP009
S002,P023,Household Essentials,2025-04-21,253,253.0,0,42,211,0,0,77,19,SUP007
S002,P026,Personal Care,2025-12-15,371,0.0,1,80,290,0,0,152,25,SUP010
S009,P004,Perishables,2025-06-09,365,0.0,18,107,240,0,0,289,36,SUP002
S005,P011,Packaged Foods,2025-03-03,204,124.0,0,59,145,0,0,109,27,SUP003
S013,P011,Packaged Foods,2025-02-24,63,0.0,0,63,0,1,3,108,27,SUP003
S005,P006,Perishables,2025-05-12,48,0.0,2,46,0,1,13,154,19,SUP002
S012,P004,Perishables,2025-12-29,422,98.0,21,26,375,0,0,90,11,SUP002
S014,P013,Beverages,2025-07-07,187,0.0,0,25,162,0,0,86,11,SUP005
S016,P002,Perishables,2025-04-28,53,46.0,2,13,38,0,0,41,5,SUP002
S002,P008,Packaged Foods,2025-01-20,65,0.0,0,38,27,0,0,118,15,SUP004
S013,P016,Beverages,2025-12-01,389,0.0,1,78,310,0,0,207,34,SUP006
S002,P011,Packaged Foods,2025-11-24,93,0.0,0,40,53,0,0,76,19,SUP003
S010,P017,Beverages,2025-02-10,397,0.0,2,52,343,0,0,171,21,SUP005
S014,P022,Household Essentials,2025-09-08,84,0.0,0,59,25,0,0,137,23,SUP008
S006,P014,Beverages,2025-07-21,205,0.0,1,23,181,0,0,77,13,SUP006
S006,P006,Perishables,2025-02-17,512,128.0,26,28,458,0,0,108,13,SUP002
S015,P014,Beverages,2025-01-06,84,0.0,0,33,51,0,0,72,12,SUP006
S006,P024,Household Essentials,2025-06-30,209,118.0,0,30,179,0,0,79,13,SUP008
S006,P026,Personal Care,2025-09-22,270,0.0,1,58,211,0,0,152,25,SUP010
S009,P019,Household Essentials,2025-10-13,127,0.0,0,60,67,0,0,98,24,SUP007
S011,P016,Beverages,2025-06-09,205,135.0,1,57,147,0,0,130,22,SUP006
S014,P030,Personal Care,2025-11-24,158,0.0,0,30,128,0,0,82,14,SUP010
S014,P021,Household Essentials,2025-07-07,166,88.0,0,60,106,0,0,89,22,SUP007
S011,P013,Beverages,2025-05-19,316,0.0,0,28,288,0,0,84,10,SUP005
S009,P004,Perishables,2025-03-03,783,0.0,39,107,637,0,0,289,36,SUP002
S015,P001,Perishables,2025-05-12,263,160.0,10,61,192,0,0,104,17,SUP001
S001,P028,Personal Care,2025-04-07,407,0.0,0,115,292,0,0,210,35,SUP010
S001,P022,Household Essentials,2025-06-16,430,0.0,0,111,319,0,0,227,38,SUP008
S011,P018,Beverages,2025-08-18,215,174.0,1,37,177,0,0,129,22,SUP006
S006,P011,Packaged Foods,2025-11-10,142,80.0,0,44,98,0,0,76,19,SUP003
S002,P015,Beverages,2025-08-04,453,0.0,2,45,406,0,0,135,17,SUP005
S015,P010,Packaged Foods,2025-08-25,128,0.0,0,31,97,0,0,86,11,SUP004
S002,P004,Perishables,2025-02-17,895,200.0,45,66,784,0,0,184,23,SUP002
S006,P029,Personal Care,2025-11-10,124,0.0,0,17,107,0,0,62,8,SUP009
S012,P010,Packaged Foods,2025-03-17,166,0.0,0,16,150,0,0,45,6,SUP004
S003,P016,Beverages,2025-05-26,82,0.0,0,72,10,0,0,143,24,SUP006
S014,P012,Packaged Foods,2025-03-31,108,0.0,0,15,93,0,0,54,7,SUP004
S008,P024,Household Essentials,2025-10-27,52,0.0,0,16,36,0,0,43,7,SUP008
S005,P010,Packaged Foods,2025-11-10,194,161.0,1,37,156,0,0,133,17,SUP004
S002,P002,Perishables,2025-08-04,93,0.0,4,23,66,0,0,79,10,SUP002
S009,P011,Packaged Foods,2025-03-17,137,0.0,0,83,54,0,0,120,30,SUP003
S010,P027,Personal Care,2025-07-21,362,0.0,2,46,314,0,0,138,17,SUP009
S006,P022,Household Essentials,2025-04-07,212,0.0,0,83,129,0,0,149,25,SUP008
S012,P006,Perishables,2025-09-15,70,0.0,4,17,49,0,0,53,7,SUP002
S015,P019,Household Essentials,2025-02-03,67,0.0,0,35,32,0,0,58,14,SUP007
S006,P004,Perishables,2025-09-08,519,0.0,26,57,436,0,0,183,23,SUP002
S008,P007,Packaged Foods,2025-12-01,85,68.0,0,14,71,0,0,23,6,SUP003
S004,P019,Household Essentials,2025-08-18,56,32.0,0,20,36,0,0,30,7,SUP007
S013,P003,Perishables,2025-06-09,146,0.0,5,56,85,0,0,129,22,SUP001
S001,P023,Household Essentials,2025-11-03,219,161.0,0,63,156,0,0,117,29,SUP007
S007,P015,Beverages,2025-08-25,193,0.0,1,40,152,0,0,112,14,SUP005
S005,P029,Personal Care,2025-05-19,360,172.0,0,19,341,0,0,89,11,SUP009
S002,P004,Perishables,2025-04-07,445,0.0,22,38,385,0,0,184,23,SUP002
S011,P020,Household Essentials,2025-12-08,67,0.0,0,16,51,0,0,43,7,SUP008
S006,P025,Personal Care,2025-02-10,270,164.0,1,27,242,0,0,109,14,SUP009
S015,P003,Perishables,2025-04-14,175,0.0,6,36,133,0,0,85,14,SUP001
S004,P011,Packaged Foods,2025-08-18,76,0.0,0,12,64,0,0,37,9,SUP003
S002,P002,Perishables,2025-12-29,302,0.0,14,26,262,0,0,79,10,SUP002
S004,P011,Packaged Foods,2025-12-15,69,47.0,0,24,45,0,0,37,9,SUP003
S003,P004,Perishables,2025-10-06,119,0.0,6,65,48,0,0,180,23,SUP002
S009,P001,Perishables,2025-09-01,297,0.0,11,66,220,0,0,176,29,SUP001
S010,P025,Personal Care,2025-03-24,223,0.0,0,29,194,0,0,101,13,SUP009
S012,P005,Perishables,2025-03-24,193,63.0,12,27,154,0,0,62,10,SUP001
S001,P011,Packaged Foods,2025-09-01,217,124.0,0,73,144,0,0,116,29,SUP003
S007,P003,Perishables,2025-06-02,56,0.0,2,38,16,0,0,76,13,SUP001
S010,P028,Personal Care,2025-06-23,78,0.0,0,60,18,0,0,127,21,SUP010
S003,P004,Perishables,2025-09-15,356,0.0,18,59,279,0,0,180,23,SUP002
S005,P004,Perishables,2025-06-02,1168,0.0,58,109,1001,0,0,262,33,SUP002
S015,P028,Personal Care,2025-12-29,135,0.0,0,53,82,0,0,128,21,SUP010
S013,P024,Household Essentials,2025-10-13,178,0.0,0,34,144,0,0,111,19,SUP008
S013,P011,Packaged Foods,2025-12-08,131,0.0,0,71,60,0,0,108,27,SUP003
S003,P016,Beverages,2025-02-03,320,0.0,1,72,247,0,0,143,24,SUP006
S012,P004,Perishables,2025-05-26,252,0.0,13,40,199,0,0,90,11,SUP002
S016,P010,Packaged Foods,2025-11-17,87,0.0,0,16,71,0,0,48,6,SUP004
S011,P008,Packaged Foods,2025-10-13,317,0.0,1,39,277,0,0,105,13,SUP004
S009,P012,Packaged Foods,2025-07-21,401,0.0,1,29,371,0,0,92,12,SUP004
S008,P006,Perishables,2025-03-31,103,0.0,5,19,79,0,0,59,7,SUP002
S009,P003,Perishables,2025-11-17,246,0.0,9,58,179,0,0,144,24,SUP001
S014,P013,Beverages,2025-02-03,230,128.0,0,27,203,0,0,86,11,SUP005
S012,P025,Personal Care,2025-11-17,183,0.0,0,14,169,0,0,53,7,SUP009
S015,P028,Personal Care,2025-03-24,346,0.0,0,62,284,0,0,128,21,SUP010
S001,P009,Packaged Foods,2025-06-02,127,107.0,0,45,82,0,0,68,17,SUP003
S006,P002,Perishables,2025-03-31,148,0.0,7,29,112,0,0,79,10,SUP002
S012,P007,Packaged Foods,2025-06-09,39,28.0,0,12,27,0,0,21,5,SUP003
S003,P016,Beverages,2025-03-31,628,0.0,2,71,555,0,0,143,24,SUP006
S004,P002,Perishables,2025-10-13,55,51.0,2,14,39,0,0,38,5,SUP002
S014,P022,Household Essentials,2025-09-15,215,190.0,0,45,170,0,0,137,23,SUP008
S006,P017,Beverages,2025-03-03,575,0.0,3,57,515,0,0,185,23,SUP005
S016,P010,Packaged Foods,2025-02-03,121,74.0,0,20,101,0,0,48,6,SUP004
S011,P027,Personal Care,2025-07-07,573,0.0,3,45,525,0,0,134,17,SUP009
S001,P016,Beverages,2025-08-04,466,0.0,1,80,385,0,0,223,37,SUP006
S013,P019,Household Essentials,2025-01-20,117,0.0,0,54,63,0,0,88,22,SUP007
S016,P001,Perishables,2025-09-29,49,0.0,2,26,21,0,0,58,10,SUP001
S011,P016,Beverages,2025-06-16,338,191.0,1,50,287,0,0,130,22,SUP006
S015,P008,Packaged Foods,2025-02-17,535,0.0,1,29,505,0,0,109,14,SUP004
S008,P019,Household Essentials,2025-02-17,40,0.0,0,20,20,0,0,34,8,SUP007
S009,P014,Beverages,2025-10-13,492,0.0,2,66,424,0,0,122,20,SUP006
S009,P013,Beverages,2025-12-15,565,0.0,1,52,512,0,0,147,18,SUP005
S002,P006,Perishables,2025-10-06,88,0.0,4,39,45,0,0,108,14,SUP002
S001,P011,Packaged Foods,2025-11-17,148,0.0,0,61,87,0,0,116,29,SUP003
S006,P001,Perishables,2025-06-16,181,0.0,7,46,128,0,0,112,19,SUP001
S003,P022,Household Essentials,2025-10-20,209,0.0,0,83,126,0,0,146,24,SUP008
S007,P016,Beverages,2025-06-30,107,0.0,0,61,46,0,0,122,20,SUP006
S012,P015,Beverages,2025-09-29,91,0.0,0,26,65,0,0,66,8,SUP005
S012,P023,Household Essentials,2025-05-26,69,40.0,0,30,39,0,0,37,9,SUP007
S010,P030,Personal Care,2025-07-21,60,0.0,0,33,27,0,0,82,14,SUP010
S005,P016,Beverages,2025-08-04,214,0.0,1,57,156,0,0,209,35,SUP006
S003,P001,Perishables,2025-07-28,137,0.0,5,40,92,0,0,110,18,SUP001
S003,P007,Packaged Foods,2025-02-17,82,0.0,0,31,51,0,0,42,11,SUP003
S012,P020,Household Essentials,2025-08-25,30,0.0,0,11,19,0,0,23,4,SUP008
S013,P028,Personal Care,2025-11-10,607,0.0,0,64,543,0,0,195,32,SUP010
S009,P022,Household Essentials,2025-06-09,482,344.0,0,98,384,0,0,235,39,SUP008
S009,P017,Beverages,2025-02-10,1206,995.0,6,88,1112,0,0,291,36,SUP005
S014,P010,Packaged Foods,2025-07-14,465,0.0,1,22,442,0,0,85,11,SUP004
S003,P017,Beverages,2025-06-02,443,281.0,2,61,380,0,0,181,23,SUP005
S001,P027,Personal Care,2025-10-06,963,783.0,5,97,861,0,0,228,29,SUP009
S010,P022,Household Essentials,2025-01-13,97,0.0,0,40,57,0,0,137,23,SUP008
S007,P021,Household Essentials,2025-11-24,151,111.0,0,55,96,0,0,81,20,SUP007
S004,P019,Household Essentials,2025-04-14,35,0.0,0,22,13,0,0,30,7,SUP007
S011,P010,Packaged Foods,2025-01-06,93,0.0,0,27,66,0,0,83,10,SUP004
S014,P020,Household Essentials,2025-06-09,102,0.0,0,24,78,0,0,44,7,SUP008
S014,P012,Packaged Foods,2025-08-18,45,0.0,0,15,30,0,0,54,7,SUP004
S004,P003,Perishables,2025-08-11,43,0.0,2,14,27,0,0,44,7,SUP001
S003,P008,Packaged Foods,2025-02-03,314,189.0,1,35,278,0,0,115,14,SUP004
S006,P017,Beverages,2025-06-09,1036,0.0,5,56,975,0,0,185,23,SUP005
S001,P007,Packaged Foods,2025-01-27,123,81.0,0,33,90,0,0,66,16,SUP003
S006,P008,Packaged Foods,2025-05-26,174,166.0,0,40,134,0,0,118,15,SUP004
S014,P023,Household Essentials,2025-03-10,133,109.0,0,45,88,0,0,71,18,SUP007
S005,P015,Beverages,2025-06-16,479,275.0,2,76,401,0,0,192,24,SUP005
S008,P018,Beverages,2025-12-08,205,0.0,1,25,179,0,0,79,13,SUP006
S002,P015,Beverages,2025-05-19,184,0.0,1,53,130,0,0,135,17,SUP005
S015,P024,Household Essentials,2025-03-31,144,0.0,0,32,112,0,0,73,12,SUP008
S010,P006,Perishables,2025-01-27,137,137.0,7,34,96,0,0,99,12,SUP002
S011,P027,Personal Care,2025-12-15,173,0.0,1,48,124,0,0,134,17,SUP009
S013,P013,Beverages,2025-11-10,299,0.0,0,33,266,0,0,132,17,SUP005
S016,P008,Packaged Foods,2025-01-13,50,0.0,0,19,31,0,0,61,8,SUP004
S007,P008,Packaged Foods,2025-02-24,580,138.0,1,32,547,0,0,99,12,SUP004
S006,P006,Perishables,2025-01-06,121,0.0,6,30,85,0,0,108,13,SUP002
S001,P027,Personal Care,2025-07-28,607,0.0,3,53,551,0,0,228,29,SUP009
S009,P026,Personal Care,2025-05-26,50,0.0,0,50,0,1,57,239,40,SUP010
S002,P026,Personal Care,2025-03-24,207,0.0,0,71,136,0,0,152,25,SUP010
S002,P010,Packaged Foods,2025-12-29,134,0.0,0,33,101,0,0,93,12,SUP004
S010,P023,Household Essentials,2025-06-09,92,0.0,0,50,42,0,0,71,18,SUP007
S006,P001,Perishables,2025-06-09,239,0.0,9,49,181,0,0,112,19,SUP001
S009,P010,Packaged Foods,2025-11-03,189,0.0,1,49,139,0,0,146,18,SUP004
S012,P030,Personal Care,2025-08-25,73,0.0,0,17,56,0,0,43,7,SUP010
S014,P026,Personal Care,2025-08-18,224,0.0,0,53,171,0,0,140,23,SUP010
S008,P019,Household Essentials,2025-03-17,41,0.0,0,29,12,0,0,34,8,SUP007
S002,P015,Beverages,2025-04-28,327,0.0,1,58,268,0,0,135,17,SUP005
S010,P028,Personal Care,2025-01-13,96,0.0,0,51,45,0,0,127,21,SUP010
S001,P012,Packaged Foods,2025-09-22,428,0.0,1,24,403,0,0,89,11,SUP004
S015,P010,Packaged Foods,2025-02-03,234,143.0,1,33,200,0,0,86,11,SUP004
S012,P025,Personal Care,2025-07-07,216,0.0,0,16,200,0,0,53,7,SUP009
S015,P004,Perishables,2025-02-03,473,291.0,24,55,394,0,0,171,21,SUP002
S004,P002,Perishables,2025-10-06,18,0.0,1,13,4,0,0,38,5,SUP002
S002,P029,Personal Care,2025-12-01,277,119.0,0,13,264,0,0,62,8,SUP009
S008,P011,Packaged Foods,2025-04-21,46,0.0,0,35,11,0,0,41,10,SUP003
S010,P005,Perishables,2025-01-20,182,165.0,11,40,131,0,0,118,20,SUP001
S009,P029,Personal Care,2025-07-07,519,0.0,1,32,486,0,0,98,12,SUP009
S006,P002,Perishables,2025-04-28,104,86.0,5,23,76,0,0,79,10,SUP002
S015,P019,Household Essentials,2025-12-29,71,0.0,0,31,40,0,0,58,14,SUP007
S015,P022,Household Essentials,2025-02-17,227,0.0,0,66,161,0,0,138,23,SUP008
S015,P007,Packaged Foods,2025-03-10,73,0.0,0,35,38,0,0,40,10,SUP003
S001,P029,Personal Care,2025-08-04,191,0.0,0,25,166,0,0,95,12,SUP009
S015,P022,Household Essentials,2025-01-20,228,169.0,0,54,174,0,0,138,23,SUP008
S001,P013,Beverages,2025-05-12,345,0.0,0,42,303,0,0,143,18,SUP005
S006,P001,Perishables,2025-10-20,317,199.0,12,58,247,0,0,112,19,SUP001
S001,P025,Personal Care,2025-08-04,375,0.0,1,51,323,0,0,167,21,SUP009
S010,P014,Beverages,2025-01-27,198,114.0,1,37,160,0,0,71,12,SUP006
S006,P003,Perishables,2025-06-23,130,0.0,5,41,84,0,0,91,15,SUP001
S016,P010,Packaged Foods,2025-07-07,165,0.0,0,16,149,0,0,48,6,SUP004
S002,P027,Personal Care,2025-11-10,372,0.0,2,40,330,0,0,150,19,SUP009
S008,P016,Beverages,2025-10-13,120,84.0,0,39,81,0,0,80,13,SUP006
S005,P003,Perishables,2025-10-13,139,0.0,5,53,81,0,0,130,22,SUP001
S013,P028,Personal Care,2025-09-08,255,0.0,0,90,165,0,0,195,32,SUP010
S010,P006,Perishables,2025-12-01,380,0.0,19,25,336,0,0,99,12,SUP002
S007,P024,Household Essentials,2025-03-24,160,0.0,0,33,127,0,0,66,11,SUP008
S009,P005,Perishables,2025-06-02,105,0.0,6,92,7,0,0,201,34,SUP001
S012,P017,Beverages,2025-08-25,66,0.0,0,23,43,0,0,90,11,SUP005
S012,P026,Personal Care,2025-09-29,155,0.0,0,40,115,0,0,74,12,SUP010
S008,P014,Beverages,2025-06-16,46,0.0,0,22,24,0,0,42,7,SUP006
S005,P018,Beverages,2025-03-24,374,0.0,1,105,268,0,0,207,34,SUP006
S005,P006,Perishables,2025-03-03,807,0.0,40,58,709,0,0,154,19,SUP002
S005,P015,Beverages,2025-04-21,523,0.0,2,67,454,0,0,192,24,SUP005
S013,P017,Beverages,2025-03-31,1268,0.0,6,93,1169,0,0,262,33,SUP005
S006,P009,Packaged Foods,2025-04-07,103,0.0,0,31,72,0,0,44,11,SUP003
S008,P018,Beverages,2025-02-10,155,0.0,1,32,122,0,0,79,13,SUP006
S003,P016,Beverages,2025-08-25,257,0.0,1,61,195,0,0,143,24,SUP006
S002,P020,Household Essentials,2025-08-11,133,0.0,0,22,111,0,0,48,8,SUP008
S004,P004,Perishables,2025-09-01,335,0.0,17,20,298,0,0,89,11,SUP002
S014,P006,Perishables,2025-11-24,395,0.0,20,30,345,0,0,99,12,SUP002
S015,P020,Household Essentials,2025-07-07,88,0.0,0,20,68,0,0,44,7,SUP008
S011,P008,Packaged Foods,2025-02-17,413,0.0,1,40,372,0,0,105,13,SUP004
S010,P017,Beverages,2025-11-10,393,0.0,2,41,350,0,0,171,21,SUP005
S006,P001,Perishables,2025-08-25,189,158.0,7,42,140,0,0,112,19,SUP001
S009,P025,Personal Care,2025-04-07,286,0.0,1,66,219,0,0,172,22,SUP009
S012,P020,Household Essentials,2025-04-28,59,36.0,0,13,46,0,0,23,4,SUP008
S012,P017,Beverages,2025-08-04,152,0.0,1,31,120,0,0,90,11,SUP005
S013,P003,Perishables,2025-09-15,218,157.0,8,57,153,0,0,129,22,SUP001
S007,P014,Beverages,2025-10-27,27,0.0,0,27,0,0,0,65,11,SUP006
S015,P019,Household Essentials,2025-01-13,108,64.0,0,31,77,0,0,58,14,SUP007
S015,P004,Perishables,2025-05-12,663,0.0,33,52,578,0,0,171,21,SUP002
S002,P012,Packaged Foods,2025-06-23,150,0.0,0,18,132,0,0,59,7,SUP004
S012,P006,Perishables,2025-03-03,142,0.0,7,14,121,0,0,53,7,SUP002
S001,P019,Household Essentials,2025-03-10,178,0.0,0,77,101,0,0,95,24,SUP007
S001,P028,Personal Care,2025-03-17,674,216.0,0,84,590,0,0,210,35,SUP010
S014,P026,Personal Care,2025-02-10,255,0.0,1,47,207,0,0,140,23,SUP010
S005,P016,Beverages,2025-07-21,378,0.0,1,87,290,0,0,209,35,SUP006
S002,P029,Personal Care,2025-11-10,30,0.0,0,20,10,0,0,62,8,SUP009
S012,P018,Beverages,2025-08-18,81,0.0,0,39,42,0,0,71,12,SUP006
S002,P013,Beverages,2025-08-25,220,0.0,0,29,191,0,0,94,12,SUP005
S013,P018,Beverages,2025-06-16,290,0.0,1,104,185,0,0,205,34,SUP006
