store_id,store_name,region,store_type,product_id,product_name,category,week_start,opening_stock,units_received,spoilage_units,units_sold,closing_stock,stockout_flag,lost_sales_units,lost_sales_value,reorder_point,safety_stock,supplier_id,avg_lead_time_days,reliability_score,unit_cost,unit_price,inventory_value,cogs,spoilage_cost
S011,East Standard 11,East,Standard,P018,Green Tea Box,Beverages,2025-07-07,365,206.0,1,48,316,0,0,0.0,129,22,SUP006,15,0.83,203.58,352.78,64331.280000000006,9771.84,203.58
S007,South Standard 7,South,Standard,P028,Shaving Cream,Personal Care,2025-05-19,336,0.0,0,58,278,0,0,0.0,115,19,SUP010,15,0.9,150.41,217.98,41813.979999999996,8723.78,0.0
S002,North Standard 2,North,Standard,P008,Breakfast Cereal,Packaged Foods,2025-07-14,243,0.0,0,33,210,0,0,0.0,118,15,SUP004,21,0.85,71.87,118.18,15092.7,2371.71,0.0
S011,East Standard 11,East,Standard,P020,Laundry Detergent 1kg,Household Essentials,2025-08-18,115,0.0,0,16,99,0,0,0.0,43,7,SUP008,13,0.97,395.11,674.34,39115.89,6321.76,0.0
S004,North Express 4,North,Express,P011,Pasta 500g,Packaged Foods,2025-05-12,86,0.0,0,26,60,0,0,0.0,37,9,SUP003,10,0.85,389.93,598.54,23395.8,10138.18,0.0
S001,North Flagship 1,North,Flagship,P005,Butter 100g,Perishables,2025-08-25,552,342.0,33,69,450,0,0,0.0,195,32,SUP001,13,0.95,223.18,345.5,100431.0,15399.42,7364.9400000000005
S016,West Express 16,West,Express,P030,Hair Oil 200ml,Personal Care,2025-04-14,28,0.0,0,16,12,0,0,0.0,46,8,SUP010,15,0.9,312.2,464.39,3746.3999999999996,4995.2,0.0
S003,North Standard 3,North,Standard,P021,Toilet Paper (6 pack),Household Essentials,2025-06-02,177,132.0,0,69,108,0,0,0.0,94,24,SUP007,6,0.89,822.15,1325.71,88792.2,56728.35,0.0
S001,North Flagship 1,North,Flagship,P002,Brown Bread,Perishables,2025-07-21,160,0.0,7,33,120,0,0,0.0,121,15,SUP002,21,0.92,168.93,291.21,20271.600000000002,5574.6900000000005,1182.51
S008,South Express 8,South,Express,P023,All-Purpose Cleaner,Household Essentials,2025-02-10,78,0.0,0,26,52,0,0,0.0,42,10,SUP007,6,0.89,343.86,620.06,17880.72,8940.36,0.0
S008,South Express 8,South,Express,P003,Paneer 200g,Perishables,2025-09-15,135,78.0,5,23,107,0,0,0.0,50,8,SUP001,13,0.95,33.93,50.31,3630.5099999999998,780.39,169.65
S009,East Flagship 9,East,Flagship,P019,Dish Soap 500ml,Household Essentials,2025-07-21,108,0.0,0,64,44,0,0,0.0,98,24,SUP007,6,0.89,633.68,997.2,27881.92,40555.52,0.0
S002,North Standard 2,North,Standard,P029,Deodorant Spray,Personal Care,2025-02-10,273,121.0,0,19,254,0,0,0.0,62,8,SUP009,18,0.9,518.28,771.74,131643.12,9847.32,0.0
S014,West Standard 14,West,Standard,P013,Cola 2L,Beverages,2025-12-29,388,0.0,0,28,360,0,0,0.0,86,11,SUP005,19,0.83,71.04,102.19,25574.4,1989.1200000000001,0.0
S014,West Standard 14,West,Standard,P007,Instant Noodles Pack,Packaged Foods,2025-10-20,75,38.0,0,32,43,0,0,0.0,40,10,SUP003,10,0.85,478.65,792.21,20581.95,15316.8,0.0
S007,South Standard 7,South,Standard,P005,Butter 100g,Perishables,2025-09-01,111,0.0,7,38,66,0,0,0.0,107,18,SUP001,13,0.95,223.18,345.5,14729.880000000001,8480.84,1562.26
S011,East Standard 11,East,Standard,P020,Laundry Detergent 1kg,Household Essentials,2025-08-11,129,71.0,0,14,115,0,0,0.0,43,7,SUP008,13,0.97,395.11,674.34,45437.65,5531.54,0.0
S016,West Express 16,West,Express,P017,Instant Coffee 100g,Beverages,2025-04-07,406,0.0,2,29,375,0,0,0.0,96,12,SUP005,19,0.83,74.68,129.0,28005.000000000004,2165.7200000000003,149.36
S016,West Express 16,West,Express,P023,All-Purpose Cleaner,Household Essentials,2025-08-11,55,0.0,0,25,30,0,0,0.0,40,10,SUP007,6,0.89,343.86,620.06,10315.800000000001,8596.5,0.0
S011,East Standard 11,East,Standard,P019,Dish Soap 500ml,Household Essentials,2025-06-23,104,78.0,0,32,72,0,0,0.0,55,14,SUP007,6,0.89,633.68,997.2,45624.96,20277.76,0.0
S004,North Express 4,North,Express,P020,Laundry Detergent 1kg,Household Essentials,2025-09-08,36,0.0,0,7,29,0,0,0.0,23,4,SUP008,13,0.97,395.11,674.34,11458.19,2765.77,0.0
S007,South Standard 7,South,Standard,P014,Orange Juice 1L,Beverages,2025-11-03,103,103.0,0,19,84,0,0,0.0,65,11,SUP006,15,0.83,249.02,418.47,20917.68,4731.38,0.0
S001,North Flagship 1,North,Flagship,P005,Butter 100g,Perishables,2025-04-07,121,0.0,7,94,20,0,0,0.0,195,32,SUP001,13,0.95,223.18,345.5,4463.6,20978.920000000002,1562.26
S012,East Express 12,East,Express,P005,Butter 100g,Perishables,2025-10-06,98,0.0,6,27,65,0,0,0.0,62,10,SUP001,13,0.95,223.18,345.5,14506.7,6025.860000000001,1339.08
S006,South Standard 6,South,Standard,P021,Toilet Paper (6 pack),Household Essentials,2025-07-28,123,0.0,0,49,74,0,0,0.0,96,24,SUP007,6,0.89,822.15,1325.71,60839.1,40285.35,0.0
S010,East Standard 10,East,Standard,P009,Biscuits Family Pack,Packaged Foods,2025-11-10,77,42.0,0,22,55,0,0,0.0,41,10,SUP003,10,0.85,130.23,193.67,7162.65,2865.06,0.0
S003,North Standard 3,North,Standard,P004,Fresh Curd 500g,Perishables,2025-07-21,426,269.0,21,36,369,0,0,0.0,180,23,SUP002,21,0.92,97.3,142.66,35903.7,3502.7999999999997,2043.3
S007,South Standard 7,South,Standard,P028,Shaving Cream,Personal Care,2025-01-13,86,0.0,0,41,45,0,0,0.0,115,19,SUP010,15,0.9,150.41,217.98,6768.45,6166.8099999999995,0.0
S007,South Standard 7,South,Standard,P008,Breakfast Cereal,Packaged Foods,2025-09-22,278,0.0,1,35,242,0,0,0.0,99,12,SUP004,21,0.85,71.87,118.18,17392.54,2515.4500000000003,71.87
S005,South Flagship 5,South,Flagship,P004,Fresh Curd 500g,Perishables,2025-03-31,254,0.0,13,104,137,0,0,0.0,262,33,SUP002,21,0.92,97.3,142.66,13330.1,10119.199999999999,1264.8999999999999
S010,East Standard 10,East,Standard,P025,Toothpaste 100g,Personal Care,2025-05-19,425,188.0,1,32,392,0,0,0.0,101,13,SUP009,18,0.9,381.89,560.84,149700.88,12220.48,381.89
S014,West Standard 14,West,Standard,P029,Deodorant Spray,Personal Care,2025-08-11,115,0.0,0,19,96,0,0,0.0,57,7,SUP009,18,0.9,518.28,771.74,49754.88,9847.32,0.0
S016,West Express 16,West,Express,P024,Paper Towels (2 pack),Household Essentials,2025-06-02,58,0.0,0,20,38,0,0,0.0,41,7,SUP008,13,0.97,942.51,1453.01,35815.38,18850.2,0.0
S014,West Standard 14,West,Standard,P007,Instant Noodles Pack,Packaged Foods,2025-03-24,75,49.0,0,25,50,0,0,0.0,40,10,SUP003,10,0.85,478.65,792.21,23932.5,11966.25,0.0
S003,North Standard 3,North,Standard,P015,Mineral Water 1L,Beverages,2025-09-01,88,0.0,0,44,44,0,0,0.0,132,16,SUP005,19,0.83,235.43,413.22,10358.92,10358.92,0.0
S013,West Flagship 13,West,Flagship,P001,Fresh Milk 1L,Perishables,2025-04-28,208,0.0,8,72,128,0,0,0.0,158,26,SUP001,13,0.95,74.84,135.63,9579.52,5388.4800000000005,598.72
S007,South Standard 7,South,Standard,P005,Butter 100g,Perishables,2025-07-21,72,0.0,4,36,32,0,0,0.0,107,18,SUP001,13,0.95,223.18,345.5,7141.76,8034.4800000000005,892.72
S003,North Standard 3,North,Standard,P026,Body Wash 250ml,Personal Care,2025-10-20,541,462.0,1,79,461,0,0,0.0,149,25,SUP010,15,0.9,405.93,622.07,187133.73,32068.47,405.93
S001,North Flagship 1,North,Flagship,P014,Orange Juice 1L,Beverages,2025-10-27,174,164.0,1,34,139,0,0,0.0,118,20,SUP006,15,0.83,249.02,418.47,34613.78,8466.68,249.02
S010,East Standard 10,East,Standard,P014,Orange Juice 1L,Beverages,2025-05-12,241,84.0,1,39,201,0,0,0.0,71,12,SUP006,15,0.83,249.02,418.47,50053.020000000004,9711.78,249.02
S010,East Standard 10,East,Standard,P019,Dish Soap 500ml,Household Essentials,2025-12-08,133,0.0,0,40,93,0,0,0.0,57,14,SUP007,6,0.89,633.68,997.2,58932.24,25347.199999999997,0.0
S009,East Flagship 9,East,Flagship,P007,Instant Noodles Pack,Packaged Foods,2025-10-06,143,0.0,0,60,83,0,0,0.0,68,17,SUP003,10,0.85,478.65,792.21,39727.95,28719.0,0.0
S015,West Standard 15,West,Standard,P017,Instant Coffee 100g,Beverages,2025-02-10,714,327.0,4,46,664,0,0,0.0,172,22,SUP005,19,0.83,74.68,129.0,49587.520000000004,3435.28,298.72
S001,North Flagship 1,North,Flagship,P009,Biscuits Family Pack,Packaged Foods,2025-04-28,70,0.0,0,29,41,0,0,0.0,68,17,SUP003,10,0.85,130.23,193.67,5339.429999999999,3776.6699999999996,0.0
S004,North Express 4,North,Express,P003,Paneer 200g,Perishables,2025-09-15,56,0.0,2,15,39,0,0,0.0,44,7,SUP001,13,0.95,33.93,50.31,1323.27,508.95,67.86
S007,South Standard 7,South,Standard,P021,Toilet Paper (6 pack),Household Essentials,2025-01-20,97,0.0,0,66,31,0,0,0.0,81,20,SUP007,6,0.89,822.15,1325.71,25486.649999999998,54261.9,0.0
S005,South Flagship 5,South,Flagship,P003,Paneer 200g,Perishables,2025-08-04,205,132.0,7,49,149,0,0,0.0,130,22,SUP001,13,0.95,33.93,50.31,5055.57,1662.57,237.51
S008,South Express 8,South,Express,P007,Instant Noodles Pack,Packaged Foods,2025-02-24,23,0.0,0,15,8,0,0,0.0,23,6,SUP003,10,0.85,478.65,792.21,3829.2,7179.75,0.0
S014,West Standard 14,West,Standard,P014,Orange Juice 1L,Beverages,2025-06-02,170,0.0,1,24,145,0,0,0.0,71,12,SUP006,15,0.83,249.02,418.47,36107.9,5976.4800000000005,249.02
S011,East Standard 11,East,Standard,P019,Dish Soap 500ml,Household Essentials,2025-10-27,104,75.0,0,42,62,0,0,0.0,55,14,SUP007,6,0.89,633.68,997.2,39288.159999999996,26614.559999999998,0.0
S006,South Standard 6,South,Standard,P030,Hair Oil 200ml,Personal Care,2025-12-29,140,109.0,0,31,109,0,0,0.0,89,15,SUP010,15,0.9,312.2,464.39,34029.799999999996,9678.199999999999,0.0
S003,North Standard 3,North,Standard,P004,Fresh Curd 500g,Perishables,2025-04-07,54,0.0,3,51,0,1,22,3138.52,180,23,SUP002,21,0.92,97.3,142.66,0.0,4962.3,291.9
S011,East Standard 11,East,Standard,P009,Biscuits Family Pack,Packaged Foods,2025-04-07,48,0.0,0,25,23,0,0,0.0,40,10,SUP003,10,0.85,130.23,193.67,2995.29,3255.7499999999995,0.0
S010,East Standard 10,East,Standard,P028,Shaving Cream,Personal Care,2025-12-08,238,0.0,0,57,181,0,0,0.0,127,21,SUP010,15,0.9,150.41,217.98,27224.21,8573.369999999999,0.0
S006,South Standard 6,South,Standard,P021,Toilet Paper (6 pack),Household Essentials,2025-09-08,175,0.0,0,52,123,0,0,0.0,96,24,SUP007,6,0.89,822.15,1325.71,101124.45,42751.799999999996,0.0
S003,North Standard 3,North,Standard,P004,Fresh Curd 500g,Perishables,2025-03-24,200,0.0,10,67,123,0,0,0.0,180,23,SUP002,21,0.92,97.3,142.66,11967.9,6519.099999999999,973.0
S008,South Express 8,South,Express,P030,Hair Oil 200ml,Personal Care,2025-12-22,37,0.0,0,18,19,0,0,0.0,48,8,SUP010,15,0.9,312.2,464.39,5931.8,5619.599999999999,0.0
S001,North Flagship 1,North,Flagship,P019,Dish Soap 500ml,Household Essentials,2025-04-07,178,119.0,0,86,92,0,0,0.0,95,24,SUP007,6,0.89,633.68,997.2,58298.56,54496.479999999996,0.0
S002,North Standard 2,North,Standard,P029,Deodorant Spray,Personal Care,2025-04-28,30,0.0,0,14,16,0,0,0.0,62,8,SUP009,18,0.9,518.28,771.74,8292.48,7255.92,0.0
S014,West Standard 14,West,Standard,P030,Hair Oil 200ml,Personal Care,2025-06-09,135,85.0,0,36,99,0,0,0.0,82,14,SUP010,15,0.9,312.2,464.39,30907.8,11239.199999999999,0.0
S007,South Standard 7,South,Standard,P003,Paneer 200g,Perishables,2025-09-22,209,123.0,8,22,179,0,0,0.0,76,13,SUP001,13,0.95,33.93,50.31,6073.47,746.46,271.44
S008,South Express 8,South,Express,P021,Toilet Paper (6 pack),Household Essentials,2025-08-11,129,0.0,0,30,99,0,0,0.0,52,13,SUP007,6,0.89,822.15,1325.71,81392.84999999999,24664.5,0.0
S012,East Express 12,East,Express,P018,Green Tea Box,Beverages,2025-06-09,198,120.0,1,29,168,0,0,0.0,71,12,SUP006,15,0.83,203.58,352.78,34201.44,5903.820000000001,203.58
S006,South Standard 6,South,Standard,P015,Mineral Water 1L,Beverages,2025-04-21,71,0.0,0,43,28,0,0,0.0,134,17,SUP005,19,0.83,235.43,413.22,6592.04,10123.49,0.0
S003,North Standard 3,North,Standard,P001,Fresh Milk 1L,Perishables,2025-03-17,295,173.0,11,53,231,0,0,0.0,110,18,SUP001,13,0.95,74.84,135.63,17288.04,3966.52,823.24
S015,West Standard 15,West,Standard,P027,Hand Sanitizer 200ml,Personal Care,2025-10-13,201,0.0,1,49,151,0,0,0.0,139,17,SUP009,18,0.9,370.0,556.57,55870.0,18130.0,370.0
S012,East Express 12,East,Express,P030,Hair Oil 200ml,Personal Care,2025-08-04,124,70.0,0,15,109,0,0,0.0,43,7,SUP010,15,0.9,312.2,464.39,34029.799999999996,4683.0,0.0
S014,West Standard 14,West,Standard,P014,Orange Juice 1L,Beverages,2025-09-22,112,0.0,0,28,84,0,0,0.0,71,12,SUP006,15,0.83,249.02,418.47,20917.68,6972.56,0.0
S010,East Standard 10,East,Standard,P030,Hair Oil 200ml,Personal Care,2025-04-14,200,0.0,0,24,176,0,0,0.0,82,14,SUP010,15,0.9,312.2,464.39,54947.2,7492.799999999999,0.0
S007,South Standard 7,South,Standard,P024,Paper Towels (2 pack),Household Essentials,2025-07-21,104,78.0,0,26,78,0,0,0.0,66,11,SUP008,13,0.97,942.51,1453.01,73515.78,24505.26,0.0
S011,East Standard 11,East,Standard,P013,Cola 2L,Beverages,2025-03-31,147,0.0,0,35,112,0,0,0.0,84,10,SUP005,19,0.83,71.04,102.19,7956.4800000000005,2486.4,0.0
S013,West Flagship 13,West,Flagship,P001,Fresh Milk 1L,Perishables,2025-02-10,445,0.0,17,65,363,0,0,0.0,158,26,SUP001,13,0.95,74.84,135.63,27166.920000000002,4864.6,1272.28
S005,South Flagship 5,South,Flagship,P002,Brown Bread,Perishables,2025-08-04,484,233.0,22,38,424,0,0,0.0,113,14,SUP002,21,0.92,168.93,291.21,71626.32,6419.34,3716.46
S016,West Express 16,West,Express,P004,Fresh Curd 500g,Perishables,2025-04-14,167,0.0,8,43,116,0,0,0.0,95,12,SUP002,21,0.92,97.3,142.66,11286.8,4183.9,778.4
S006,South Standard 6,South,Standard,P002,Brown Bread,Perishables,2025-09-29,182,0.0,8,27,147,0,0,0.0,79,10,SUP002,21,0.92,168.93,291.21,24832.710000000003,4561.110000000001,1351.44
S014,West Standard 14,West,Standard,P005,Butter 100g,Perishables,2025-06-02,302,0.0,18,50,234,0,0,0.0,117,20,SUP001,13,0.95,223.18,345.5,52224.12,11159.0,4017.2400000000002
S002,North Standard 2,North,Standard,P030,Hair Oil 200ml,Personal Care,2025-11-10,137,0.0,0,27,110,0,0,0.0,89,15,SUP010,15,0.9,312.2,464.39,34342.0,8429.4,0.0
S006,South Standard 6,South,Standard,P007,Instant Noodles Pack,Packaged Foods,2025-06-09,81,62.0,0,30,51,0,0,0.0,43,11,SUP003,10,0.85,478.65,792.21,24411.149999999998,14359.5,0.0
S001,North Flagship 1,North,Flagship,P005,Butter 100g,Perishables,2025-02-24,120,0.0,7,76,37,0,0,0.0,195,32,SUP001,13,0.95,223.18,345.5,8257.66,16961.68,1562.26
S015,West Standard 15,West,Standard,P001,Fresh Milk 1L,Perishables,2025-01-06,121,0.0,5,36,80,0,0,0.0,104,17,SUP001,13,0.95,74.84,135.63,5987.200000000001,2694.2400000000002,374.20000000000005
S012,East Express 12,East,Express,P014,Orange Juice 1L,Beverages,2025-05-26,68,0.0,0,16,52,0,0,0.0,38,6,SUP006,15,0.83,249.02,418.47,12949.04,3984.32,0.0
S006,South Standard 6,South,Standard,P006,Fresh Eggs (12),Perishables,2025-04-21,62,0.0,3,37,22,0,0,0.0,108,13,SUP002,21,0.92,51.14,81.02,1125.08,1892.18,153.42000000000002
S012,East Express 12,East,Express,P006,Fresh Eggs (12),Perishables,2025-11-03,194,0.0,10,12,172,0,0,0.0,53,7,SUP002,21,0.92,51.14,81.02,8796.08,613.6800000000001,511.4
S004,North Express 4,North,Express,P001,Fresh Milk 1L,Perishables,2025-08-25,151,91.0,6,20,125,0,0,0.0,54,9,SUP001,13,0.95,74.84,135.63,9355.0,1496.8000000000002,449.04
S003,North Standard 3,North,Standard,P026,Body Wash 250ml,Personal Care,2025-08-18,435,243.0,1,50,384,0,0,0.0,149,25,SUP010,15,0.9,405.93,622.07,155877.12,20296.5,405.93
S015,West Standard 15,West,Standard,P028,Shaving Cream,Personal Care,2025-09-01,257,0.0,0,62,195,0,0,0.0,128,21,SUP010,15,0.9,150.41,217.98,29329.95,9325.42,0.0
S002,North Standard 2,North,Standard,P020,Laundry Detergent 1kg,Household Essentials,2025-11-03,84,50.0,0,16,68,0,0,0.0,48,8,SUP008,13,0.97,395.11,674.34,26867.48,6321.76,0.0
S004,North Express 4,North,Express,P011,Pasta 500g,Packaged Foods,2025-03-10,69,55.0,0,28,41,0,0,0.0,37,9,SUP003,10,0.85,389.93,598.54,15987.130000000001,10918.04,0.0
S011,East Standard 11,East,Standard,P009,Biscuits Family Pack,Packaged Foods,2025-06-16,75,46.0,0,27,48,0,0,0.0,40,10,SUP003,10,0.85,130.23,193.67,6251.039999999999,3516.2099999999996,0.0
S008,South Express 8,South,Express,P027,Hand Sanitizer 200ml,Personal Care,2025-09-15,250,0.0,1,23,226,0,0,0.0,81,10,SUP009,18,0.9,370.0,556.57,83620.0,8510.0,370.0
S006,South Standard 6,South,Standard,P022,Trash Bags (30 pack),Household Essentials,2025-06-23,411,0.0,0,62,349,0,0,0.0,149,25,SUP008,13,0.97,364.5,550.03,127210.5,22599.0,0.0
S013,West Flagship 13,West,Flagship,P021,Toilet Paper (6 pack),Household Essentials,2025-06-09,157,0.0,0,106,51,0,0,0.0,136,34,SUP007,6,0.89,822.15,1325.71,41929.65,87147.9,0.0
S003,North Standard 3,North,Standard,P025,Toothpaste 100g,Personal Care,2025-07-14,277,0.0,1,37,239,0,0,0.0,107,13,SUP009,18,0.9,381.89,560.84,91271.70999999999,14129.93,381.89
S011,East Standard 11,East,Standard,P004,Fresh Curd 500g,Perishables,2025-11-24,517,0.0,26,40,451,0,0,0.0,164,20,SUP002,21,0.92,97.3,142.66,43882.299999999996,3892.0,2529.7999999999997
S001,North Flagship 1,North,Flagship,P025,Toothpaste 100g,Personal Care,2025-04-21,124,0.0,0,57,67,0,0,0.0,167,21,SUP009,18,0.9,381.89,560.84,25586.629999999997,21767.73,0.0
S011,East Standard 11,East,Standard,P026,Body Wash 250ml,Personal Care,2025-08-18,35,0.0,0,35,0,1,17,10575.19,136,23,SUP010,15,0.9,405.93,622.07,0.0,14207.550000000001,0.0
S006,South Standard 6,South,Standard,P002,Brown Bread,Perishables,2025-01-13,59,0.0,3,28,28,0,0,0.0,79,10,SUP002,21,0.92,168.93,291.21,4730.04,4730.04,506.79
S009,East Flagship 9,East,Flagship,P013,Cola 2L,Beverages,2025-03-03,471,0.0,0,49,422,0,0,0.0,147,18,SUP005,19,0.83,71.04,102.19,29978.88,3480.9600000000005,0.0
S009,East Flagship 9,East,Flagship,P024,Paper Towels (2 pack),Household Essentials,2025-09-22,173,0.0,0,37,136,0,0,0.0,124,21,SUP008,13,0.97,942.51,1453.01,128181.36,34872.87,0.0
S009,East Flagship 9,East,Flagship,P024,Paper Towels (2 pack),Household Essentials,2025-11-03,275,0.0,0,61,214,0,0,0.0,124,21,SUP008,13,0.97,942.51,1453.01,201697.13999999998,57493.11,0.0
S003,North Standard 3,North,Standard,P004,Fresh Curd 500g,Perishables,2025-02-24,542,0.0,27,61,454,0,0,0.0,180,23,SUP002,21,0.92,97.3,142.66,44174.2,5935.3,2627.1
S006,South Standard 6,South,Standard,P009,Biscuits Family Pack,Packaged Foods,2025-02-24,83,65.0,0,23,60,0,0,0.0,44,11,SUP003,10,0.85,130.23,193.67,7813.799999999999,2995.29,0.0
S011,East Standard 11,East,Standard,P008,Breakfast Cereal,Packaged Foods,2025-02-24,372,0.0,1,37,334,0,0,0.0,105,13,SUP004,21,0.85,71.87,118.18,24004.58,2659.19,71.87
S007,South Standard 7,South,Standard,P021,Toilet Paper (6 pack),Household Essentials,2025-01-27,151,120.0,0,64,87,0,0,0.0,81,20,SUP007,6,0.89,822.15,1325.71,71527.05,52617.6,0.0
S015,West Standard 15,West,Standard,P013,Cola 2L,Beverages,2025-01-13,73,0.0,0,24,49,0,0,0.0,87,11,SUP005,19,0.83,71.04,102.19,3480.9600000000005,1704.96,0.0
S006,South Standard 6,South,Standard,P026,Body Wash 250ml,Personal Care,2025-06-30,503,0.0,1,64,438,0,0,0.0,152,25,SUP010,15,0.9,405.93,622.07,177797.34,25979.52,405.93
S001,North Flagship 1,North,Flagship,P007,Instant Noodles Pack,Packaged Foods,2025-08-11,123,68.0,0,31,92,0,0,0.0,66,16,SUP003,10,0.85,478.65,792.21,44035.799999999996,14838.15,0.0
S013,West Flagship 13,West,Flagship,P023,All-Purpose Cleaner,Household Essentials,2025-05-19,125,0.0,0,71,54,0,0,0.0,108,27,SUP007,6,0.89,343.86,620.06,18568.440000000002,24414.06,0.0
S011,East Standard 11,East,Standard,P027,Hand Sanitizer 200ml,Personal Care,2025-10-20,506,240.0,3,55,448,0,0,0.0,134,17,SUP009,18,0.9,370.0,556.57,165760.0,20350.0,1110.0
S012,East Express 12,East,Express,P006,Fresh Eggs (12),Perishables,2025-10-27,221,63.0,11,16,194,0,0,0.0,53,7,SUP002,21,0.92,51.14,81.02,9921.16,818.24,562.54
S005,South Flagship 5,South,Flagship,P002,Brown Bread,Perishables,2025-10-27,113,0.0,5,41,67,0,0,0.0,113,14,SUP002,21,0.92,168.93,291.21,11318.310000000001,6926.13,844.6500000000001
S003,North Standard 3,North,Standard,P020,Laundry Detergent 1kg,Household Essentials,2025-02-10,98,0.0,0,24,74,0,0,0.0,47,8,SUP008,13,0.97,395.11,674.34,29238.14,9482.64,0.0
S003,North Standard 3,North,Standard,P004,Fresh Curd 500g,Perishables,2025-01-06,203,0.0,10,56,137,0,0,0.0,180,23,SUP002,21,0.92,97.3,142.66,13330.1,5448.8,973.0
S014,West Standard 14,West,Standard,P029,Deodorant Spray,Personal Care,2025-12-22,165,0.0,0,18,147,0,0,0.0,57,7,SUP009,18,0.9,518.28,771.74,76187.15999999999,9329.039999999999,0.0
S002,North Standard 2,North,Standard,P021,Toilet Paper (6 pack),Household Essentials,2025-02-24,181,136.0,0,57,124,0,0,0.0,97,24,SUP007,6,0.89,822.15,1325.71,101946.59999999999,46862.549999999996,0.0
S014,West Standard 14,West,Standard,P013,Cola 2L,Beverages,2025-03-31,156,0.0,0,30,126,0,0,0.0,86,11,SUP005,19,0.83,71.04,102.19,8951.04,2131.2000000000003,0.0
S010,East Standard 10,East,Standard,P024,Paper Towels (2 pack),Household Essentials,2025-09-01,89,0.0,0,30,59,0,0,0.0,73,12,SUP008,13,0.97,942.51,1453.01,55608.09,28275.3,0.0
S007,South Standard 7,South,Standard,P010,Frozen Peas 500g,Packaged Foods,2025-12-29,338,0.0,1,18,319,0,0,0.0,78,10,SUP004,21,0.85,562.75,881.36,179517.25,10129.5,562.75
S007,South Standard 7,South,Standard,P001,Fresh Milk 1L,Perishables,2025-09-08,78,0.0,3,35,40,0,0,0.0,94,16,SUP001,13,0.95,74.84,135.63,2993.6000000000004,2619.4,224.52
S005,South Flagship 5,South,Flagship,P030,Hair Oil 200ml,Personal Care,2025-10-13,147,147.0,0,67,80,0,0,0.0,127,21,SUP010,15,0.9,312.2,464.39,24976.0,20917.399999999998,0.0
S004,North Express 4,North,Express,P008,Breakfast Cereal,Packaged Foods,2025-09-01,165,0.0,0,17,148,0,0,0.0,57,7,SUP004,21,0.85,71.87,118.18,10636.76,1221.79,0.0
S006,South Standard 6,South,Standard,P004,Fresh Curd 500g,Perishables,2025-05-19,770,370.0,38,53,679,0,0,0.0,183,23,SUP002,21,0.92,97.3,142.66,66066.7,5156.9,3697.4
S007,South Standard 7,South,Standard,P010,Frozen Peas 500g,Packaged Foods,2025-10-06,194,0.0,1,32,161,0,0,0.0,78,10,SUP004,21,0.85,562.75,881.36,90602.75,18008.0,562.75
S015,West Standard 15,West,Standard,P025,Toothpaste 100g,Personal Care,2025-12-29,314,0.0,1,30,283,0,0,0.0,102,13,SUP009,18,0.9,381.89,560.84,108074.87,11456.699999999999,381.89
S015,West Standard 15,West,Standard,P024,Paper Towels (2 pack),Household Essentials,2025-09-08,108,0.0,0,23,85,0,0,0.0,73,12,SUP008,13,0.97,942.51,1453.01,80113.35,21677.73,0.0
S012,East Express 12,East,Express,P018,Green Tea Box,Beverages,2025-11-24,271,0.0,1,30,240,0,0,0.0,71,12,SUP006,15,0.83,203.58,352.78,48859.200000000004,6107.400000000001,203.58
S014,West Standard 14,West,Standard,P030,Hair Oil 200ml,Personal Care,2025-06-16,99,0.0,0,34,65,0,0,0.0,82,14,SUP010,15,0.9,312.2,464.39,20293.0,10614.8,0.0
S008,South Express 8,South,Express,P027,Hand Sanitizer 200ml,Personal Care,2025-11-10,21,0.0,0,21,0,1,9,5009.13,81,10,SUP009,18,0.9,370.0,556.57,0.0,7770.0,0.0
S001,North Flagship 1,North,Flagship,P016,Energy Drink Can,Beverages,2025-02-10,462,0.0,1,101,360,0,0,0.0,223,37,SUP006,15,0.83,389.91,568.72,140367.6,39380.91,389.91
S010,East Standard 10,East,Standard,P017,Instant Coffee 100g,Beverages,2025-07-21,238,0.0,1,48,189,0,0,0.0,171,21,SUP005,19,0.83,74.68,129.0,14114.52,3584.6400000000003,74.68
S007,South Standard 7,South,Standard,P008,Breakfast Cereal,Packaged Foods,2025-07-21,529,0.0,1,25,503,0,0,0.0,99,12,SUP004,21,0.85,71.87,118.18,36150.61,1796.75,71.87
S004,North Express 4,North,Express,P018,Green Tea Box,Beverages,2025-06-30,294,0.0,1,27,266,0,0,0.0,70,12,SUP006,15,0.83,203.58,352.78,54152.280000000006,5496.660000000001,203.58
S001,North Flagship 1,North,Flagship,P006,Fresh Eggs (12),Perishables,2025-12-01,547,0.0,27,50,470,0,0,0.0,164,21,SUP002,21,0.92,51.14,81.02,24035.8,2557.0,1380.78
S015,West Standard 15,West,Standard,P014,Orange Juice 1L,Beverages,2025-10-06,273,0.0,1,40,232,0,0,0.0,72,12,SUP006,15,0.83,249.02,418.47,57772.64,9960.800000000001,249.02
S002,North Standard 2,North,Standard,P016,Energy Drink Can,Beverages,2025-01-20,237,172.0,1,67,169,0,0,0.0,147,24,SUP006,15,0.83,389.91,568.72,65894.79000000001,26123.97,389.91
S012,East Express 12,East,Express,P004,Fresh Curd 500g,Perishables,2025-06-09,156,0.0,8,26,122,0,0,0.0,90,11,SUP002,21,0.92,97.3,142.66,11870.6,2529.7999999999997,778.4
